Time [s],Channel 0,Channel 1,Channel 2
0.445644800,0,0,1
0.445645120,0,1,1
0.445645440,0,0,0
0.445645760,0,1,0
0.483733920,0,0,0
0.483734240,0,1,0
0.483734720,0,0,0
0.483735040,0,1,0
0.483735360,0,0,0
0.483735680,0,1,0
0.483736000,0,0,0
0.483736320,0,1,0
0.483736640,0,0,0
0.483736960,0,1,0
0.483737280,0,0,0
0.483737600,0,1,0
0.483737920,0,0,0
0.483738240,0,1,0
0.483738720,0,0,0
0.483739040,0,1,0
0.483739360,0,0,0
0.483739680,0,1,0
0.483740000,0,0,0
0.483740320,0,1,0
0.483740640,0,0,0
0.483740960,0,1,0
0.483741280,0,0,0
0.483741600,0,1,0
0.483741920,0,0,0
0.483742240,0,1,0
0.483742720,0,0,0
0.483743040,0,1,0
0.483743360,0,0,0
0.483743680,0,1,0
0.483744000,0,0,0
0.483744320,0,1,0
0.483744640,0,0,0
0.483744960,0,1,0
0.483745280,0,0,0
0.483745600,0,1,0
0.483745920,0,0,0
0.483746240,0,1,0
0.483746720,0,0,0
0.483747040,0,1,0
0.483747360,1,0,0
0.483747680,1,1,0
0.483748000,0,0,0
0.483748320,0,1,0
0.483748640,0,0,0
0.483748960,0,1,0
0.483749280,0,0,0
0.483749600,0,1,0
0.483749920,0,0,0
0.483750240,0,1,0
0.483750560,0,0,0
0.483751040,0,1,0
0.483751360,1,0,0
0.483751680,1,1,0
0.483752000,0,0,0
0.483752320,0,1,0
0.483752640,0,0,0
0.483752960,0,1,0
0.483753280,0,0,0
0.483753600,0,1,0
0.483753920,0,0,0
0.483754240,0,1,0
0.483754560,0,0,0
0.483755040,0,1,0
0.484219360,0,0,0
0.484219680,0,1,0
0.484220000,0,0,0
0.484220320,0,1,0
0.484220640,0,0,0
0.484220960,0,1,0
0.484221280,0,0,0
0.484221600,0,1,0
0.484221920,1,0,1
0.484222240,1,1,1
0.484222560,1,0,1
0.484222720,0,0,0
0.484223040,0,1,0
0.484223360,1,0,0
0.484223680,1,1,0
0.484224000,0,0,0
0.484224320,0,1,0
0.484224640,0,0,0
0.484224960,0,1,0
0.484225280,0,0,0
0.484225600,0,1,0
0.484225920,0,0,0
0.484226240,0,1,0
0.484226720,1,0,0
0.484227040,1,1,0
0.484227360,0,0,0
0.484227680,0,1,0
0.484228000,0,0,0
0.484228320,0,1,0
0.484228640,0,0,0
0.484228960,0,1,0
0.484229280,0,0,0
0.484229600,0,1,0
0.484229920,1,0,1
0.484230240,1,1,1
0.484230560,1,0,1
0.484230720,0,0,0
0.484231040,0,1,0
0.484231360,0,0,0
0.484231680,0,1,0
0.484232000,0,0,0
0.484232320,0,1,0
0.484232640,0,0,1
0.484232960,0,1,1
